"","Recruit_ID","Treatment","Tank","Day","polyp_area","nDay"
"8138","3638","DWT","T25","38",0.75,38
"8139","3638","DWT","T25","46",1.059,46
"8140","3638","DWT","T25","54",1.477,54
"8141","3638","DWT","T25","60",1.535,60
"8142","3638","DWT","T25","67",1.714,67
"8143","3639","DWT","T25","11",0.087,11
"8144","3639","DWT","T25","18",0.124,18
"8145","3639","DWT","T25","24",0.17,24
"8146","3639","DWT","T25","38",0.239,38
"8147","3639","DWT","T25","46",0.352,46
"8148","3639","DWT","T25","54",0.606,54
"8149","3639","DWT","T25","60",0.501,60
"8150","3639","DWT","T25","67",0.622,67
"8151","3640","DWT","T25","11",0.233,11
"8152","3640","DWT","T25","18",0.459,18
"8153","3640","DWT","T25","24",0.45,24
"8154","3640","DWT","T25","38",0.973,38
"8155","3640","DWT","T25","46",1.122,46
"8156","3640","DWT","T25","54",1.995,54
"8157","3640","DWT","T25","60",2.454,60
"8158","3640","DWT","T25","67",2.716,67
"8159","3641","DWT","T25","11",0.225,11
"8160","3641","DWT","T25","18",0.408,18
"8161","3641","DWT","T25","24",0.588,24
"8162","3641","DWT","T25","38",0.53,38
"8163","3641","DWT","T25","46",0.612,46
"8164","3641","DWT","T25","54",1.531,54
"8165","3641","DWT","T25","60",1.725,60
"8166","3641","DWT","T25","67",1.666,67
"8167","3642","DWT","T25","11",0.204,11
"8168","3642","DWT","T25","18",0.29,18
"8169","3642","DWT","T25","24",0.405,24
"8170","3642","DWT","T25","38",0.954,38
"8171","3642","DWT","T25","46",1.302,46
"8172","3643","DWT","T25","11",0.074,11
"8173","3643","DWT","T25","18",0.135,18
"8174","3643","DWT","T25","24",0.142,24
"8175","3644","DWT","T25","11",0.127,11
"8176","3644","DWT","T25","18",0.124,18
"8177","3644","DWT","T25","24",0.27,24
"8178","3644","DWT","T25","38",0.693,38
"8179","3644","DWT","T25","46",1.242,46
"8180","3644","DWT","T25","54",1.975,54
"8181","3644","DWT","T25","60",2.321,60
"8182","3644","DWT","T25","67",1.5,67
"8183","3645","DWT","T25","11",0.226,11
"8184","3645","DWT","T25","18",0.309,18
"8185","3645","DWT","T25","24",0.382,24
"8186","3645","DWT","T25","38",0.56,38
"8187","3645","DWT","T25","46",0.654,46
"8188","3645","DWT","T25","54",1.008,54
"8189","3645","DWT","T25","60",1.095,60
"8190","3645","DWT","T25","67",1.203,67
"8191","3647","DWT","T25","11",0.082,11
"8192","3648","DWT","T25","11",0.107,11
"8193","3649","DWT","T25","11",0.2,11
"8194","3650","DWT","T25","11",0.178,11
"8195","3651","DWT","T25","11",0.087,11
"8196","3652","DWT","T25","11",0.1,11
"8197","3656","CWT+DHE","T23","11",0.109,11
"8198","3656","CWT+DHE","T23","18",0.165,18
"8199","3656","CWT+DHE","T23","24",0.173,24
"8200","3656","CWT+DHE","T23","38",0.577,38
"8201","3656","CWT+DHE","T23","46",1.024,46
"8202","3656","CWT+DHE","T23","54",1.262,54
"8203","3656","CWT+DHE","T23","60",0.916,60
"8204","3656","CWT+DHE","T23","67",1.001,67
"8205","3657","CWT+DHE","T23","11",0.124,11
"8206","3657","CWT+DHE","T23","18",0.139,18
"8207","3658","CWT+DHE","T23","11",0.057,11
"8208","3658","CWT+DHE","T23","18",0.07,18
"8209","3658","CWT+DHE","T23","24",0.104,24
"8210","3659","CWT+DHE","T23","11",0.094,11
"8211","3659","CWT+DHE","T23","18",0.086,18
"8212","3659","CWT+DHE","T23","24",0.148,24
"8213","3660","CWT+DHE","T23","11",0.087,11
"8214","3660","CWT+DHE","T23","18",0.168,18
"8215","3660","CWT+DHE","T23","24",0.181,24
"8216","3660","CWT+DHE","T23","38",0.549,38
"8217","3660","CWT+DHE","T23","46",0.641,46
"8218","3660","CWT+DHE","T23","54",0.805,54
"8219","3660","CWT+DHE","T23","60",0.737,60
"8220","3660","CWT+DHE","T23","67",0.805,67
"8221","3662","CWT+DHE","T23","11",0.091,11
"8222","3662","CWT+DHE","T23","18",0.18,18
"8223","3662","CWT+DHE","T23","24",0.151,24
"8224","3662","CWT+DHE","T23","38",0.36,38
"8225","3662","CWT+DHE","T23","46",0.449,46
"8226","3662","CWT+DHE","T23","54",0.611,54
"8227","3662","CWT+DHE","T23","60",0.645,60
"8228","3662","CWT+DHE","T23","67",0.766,67
"8229","3663","CWT+DHE","T23","11",0.128,11
"8230","3663","CWT+DHE","T23","18",0.176,18
"8231","3663","CWT+DHE","T23","24",0.267,24
"8232","3663","CWT+DHE","T23","38",0.473,38
"8233","3663","CWT+DHE","T23","46",0.933,46
"8234","3663","CWT+DHE","T23","54",1.186,54
"8235","3663","CWT+DHE","T23","60",1.044,60
"8236","3663","CWT+DHE","T23","67",1.128,67
"8237","3664","CWT+DHE","T23","11",0.166,11
"8238","3664","CWT+DHE","T23","18",0.297,18
"8239","3664","CWT+DHE","T23","24",0.241,24
"8240","3664","CWT+DHE","T23","38",0.935,38
"8241","3664","CWT+DHE","T23","46",1.39,46
"8242","3664","CWT+DHE","T23","54",1.565,54
"8243","3664","CWT+DHE","T23","60",1.189,60
"8244","3665","CWT+DHE","T23","11",0.228,11
"8245","3665","CWT+DHE","T23","18",0.248,18
"8246","3665","CWT+DHE","T23","24",0.326,24
"8247","3665","CWT+DHE","T23","38",0.969,38
"8248","3666","CWT+DHE","T23","11",0.256,11
"8249","3666","CWT+DHE","T23","18",0.32,18
"8250","3666","CWT+DHE","T23","24",0.445,24
"8251","3666","CWT+DHE","T23","38",0.975,38
"8252","3666","CWT+DHE","T23","46",1.618,46
"8253","3666","CWT+DHE","T23","54",2.192,54
"8254","3666","CWT+DHE","T23","60",1.962,60
"8255","3666","CWT+DHE","T23","67",1.864,67
"8256","3667","CWT+DHE","T23","11",0.12,11
"8257","3667","CWT+DHE","T23","18",0.155,18
"8258","3667","CWT+DHE","T23","24",0.08,24
"8259","3667","CWT+DHE","T23","38",0.219,38
"8260","3667","CWT+DHE","T23","46",0.396,46
"8261","3667","CWT+DHE","T23","54",0.517,54
"8262","3667","CWT+DHE","T23","60",0.422,60
"8263","3667","CWT+DHE","T23","67",0.313,67
"8264","3668","CWT+DHE","T23","11",0.07,11
"8265","3668","CWT+DHE","T23","18",0.087,18
"8266","3668","CWT+DHE","T23","24",0.121,24
"8267","3668","CWT+DHE","T23","38",0.245,38
"8268","3668","CWT+DHE","T23","46",0.259,46
"8269","3668","CWT+DHE","T23","54",0.375,54
"8270","3668","CWT+DHE","T23","60",0.374,60
"8271","3668","CWT+DHE","T23","67",0.403,67
"8272","3669","CWT+DHE","T23","11",0.055,11
"8273","3669","CWT+DHE","T23","18",0.04,18
"8274","3669","CWT+DHE","T23","24",0.059,24
"8275","3669","CWT+DHE","T23","38",0.16,38
"8276","3669","CWT+DHE","T23","46",0.157,46
"8277","3669","CWT+DHE","T23","54",0.182,54
"8278","3669","CWT+DHE","T23","60",0.162,60
"8279","3669","CWT+DHE","T23","67",0.185,67
"8280","3670","CWT+DHE","T23","11",0.097,11
"8281","3670","CWT+DHE","T23","18",0.096,18
"8282","3670","CWT+DHE","T23","24",0.099,24
"8283","3670","CWT+DHE","T23","38",0.334,38
"8284","3670","CWT+DHE","T23","46",0.551,46
"8285","3670","CWT+DHE","T23","54",0.641,54
"8286","3670","CWT+DHE","T23","60",0.664,60
"8287","3670","CWT+DHE","T23","67",0.677,67
"8288","3672","CWT+DHE","T23","11",0.085,11
"8289","3672","CWT+DHE","T23","18",0.085,18
"8290","3673","CWT+DHE","T23","11",0.126,11
"8291","3673","CWT+DHE","T23","18",0.106,18
"8292","3673","CWT+DHE","T23","24",0.098,24
"8293","3673","CWT+DHE","T23","38",0.149,38
"8294","3673","CWT+DHE","T23","46",0.355,46
"8295","3673","CWT+DHE","T23","54",0.34,54
"8296","3673","CWT+DHE","T23","60",0.401,60
"8297","3673","CWT+DHE","T23","67",0.445,67
"8298","3674","CWT+DHE","T23","11",0.172,11
"8299","3674","CWT+DHE","T23","18",0.166,18
"8300","3674","CWT+DHE","T23","24",0.161,24
"8301","3674","CWT+DHE","T23","38",0.461,38
"8302","3674","CWT+DHE","T23","46",0.647,46
"8303","3674","CWT+DHE","T23","54",1.042,54
"8304","3674","CWT+DHE","T23","60",0.854,60
"8305","3674","CWT+DHE","T23","67",0.919,67
"8306","3677","CWT+DHE","T23","11",0.086,11
"8307","3677","CWT+DHE","T23","18",0.051,18
"8308","3677","CWT+DHE","T23","24",0.144,24
"8309","3677","CWT+DHE","T23","38",0.409,38
"8310","3677","CWT+DHE","T23","46",0.483,46
"8311","3677","CWT+DHE","T23","54",0.479,54
"8312","3677","CWT+DHE","T23","60",0.449,60
"8313","3677","CWT+DHE","T23","67",0.525,67
"8314","3678","CWT+DHE","T23","11",0.065,11
"8315","3678","CWT+DHE","T23","18",0.092,18
"8316","3678","CWT+DHE","T23","24",0.101,24
"8317","3678","CWT+DHE","T23","38",0.478,38
"8318","3679","CWT+DHE","T23","11",0.086,11
"8319","3679","CWT+DHE","T23","18",0.093,18
"8320","3679","CWT+DHE","T23","24",0.107,24
"8321","3679","CWT+DHE","T23","38",0.31,38
"8322","3680","CWT+DHE","T23","11",0.167,11
"8323","3680","CWT+DHE","T23","18",0.284,18
"8324","3680","CWT+DHE","T23","24",0.33,24
"8325","3680","CWT+DHE","T23","38",0.765,38
"8326","3680","CWT+DHE","T23","46",1.34,46
"8327","3680","CWT+DHE","T23","54",1.541,54
"8328","3680","CWT+DHE","T23","60",1.556,60
"8329","3680","CWT+DHE","T23","67",1.555,67
"8330","3682","CWT+DHE","T23","11",0.121,11
"8331","3682","CWT+DHE","T23","18",0.149,18
"8332","3682","CWT+DHE","T23","24",0.201,24
"8333","3682","CWT+DHE","T23","38",0.507,38
"8334","3682","CWT+DHE","T23","46",0.62,46
"8335","3682","CWT+DHE","T23","54",0.534,54
"8336","3682","CWT+DHE","T23","60",0.597,60
"8337","3682","CWT+DHE","T23","67",0.721,67
"8338","3683","CWT+DHE","T23","11",0.133,11
"8339","3683","CWT+DHE","T23","18",0.288,18
"8340","3683","CWT+DHE","T23","24",0.247,24
"8341","3683","CWT+DHE","T23","38",0.593,38
"8342","3683","CWT+DHE","T23","46",0.82,46
"8343","3683","CWT+DHE","T23","54",1.074,54
"8344","3683","CWT+DHE","T23","60",1.112,60
"8345","3683","CWT+DHE","T23","67",1.164,67
"8346","3684","CWT+DHE","T23","11",0.104,11
"8347","3684","CWT+DHE","T23","18",0.157,18
"8348","3684","CWT+DHE","T23","24",0.134,24
"8349","3684","CWT+DHE","T23","38",0.303,38
"8350","3684","CWT+DHE","T23","46",0.443,46
"8351","3684","CWT+DHE","T23","54",0.566,54
"8352","3684","CWT+DHE","T23","60",0.506,60
"8353","3684","CWT+DHE","T23","67",0.721,67
"8354","3685","CWT+DHE","T23","11",0.134,11
"8355","3685","CWT+DHE","T23","18",0.235,18
"8356","3685","CWT+DHE","T23","24",0.329,24
"8357","3685","CWT+DHE","T23","38",0.65,38
"8358","3685","CWT+DHE","T23","46",0.952,46
"8359","3685","CWT+DHE","T23","54",0.976,54
"8360","3685","CWT+DHE","T23","60",1.176,60
"8361","3685","CWT+DHE","T23","67",1.364,67
"8362","3686","CWT+DHE","T23","11",0.109,11
"8363","3686","CWT+DHE","T23","18",0.178,18
"8364","3686","CWT+DHE","T23","24",0.203,24
"8365","3686","CWT+DHE","T23","38",0.456,38
"8366","3686","CWT+DHE","T23","46",0.758,46
"8367","3686","CWT+DHE","T23","54",0.598,54
"8368","3686","CWT+DHE","T23","60",0.399,60
"8369","3686","CWT+DHE","T23","67",0.441,67
"8370","3688","CWT+DHE","T23","11",0.062,11
"8371","3688","CWT+DHE","T23","18",0.05,18
"8372","3688","CWT+DHE","T23","24",0.058,24
"8373","3689","CWT+DHE","T23","11",0.078,11
"8374","3689","CWT+DHE","T23","18",0.138,18
"8375","3689","CWT+DHE","T23","24",0.112,24
"8376","3689","CWT+DHE","T23","38",0.271,38
"8377","3689","CWT+DHE","T23","46",0.516,46
"8378","3689","CWT+DHE","T23","54",0.637,54
"8379","3689","CWT+DHE","T23","60",0.646,60
"8380","3689","CWT+DHE","T23","67",0.773,67
"8381","3690","CWT+DHE","T23","11",0.025,11
"8382","3690","CWT+DHE","T23","18",0.038,18
"8383","3690","CWT+DHE","T23","24",0.061,24
"8384","3690","CWT+DHE","T23","38",0.068,38
"8385","3690","CWT+DHE","T23","46",0.071,46
"8386","3690","CWT+DHE","T23","54",0.037,54
"8387","3690","CWT+DHE","T23","60",0.051,60
"8388","3690","CWT+DHE","T23","67",0.053,67
"8389","3691","CWT+DHE","T23","11",0.085,11
"8390","3691","CWT+DHE","T23","18",0.094,18
"8391","3691","CWT+DHE","T23","24",0.085,24
"8392","3691","CWT+DHE","T23","38",0.308,38
"8393","3691","CWT+DHE","T23","46",0.452,46
"8394","3691","CWT+DHE","T23","54",0.557,54
"8395","3691","CWT+DHE","T23","60",0.719,60
"8396","3691","CWT+DHE","T23","67",1.015,67
"8397","3692","CWT+DHE","T23","11",0.265,11
"8398","3692","CWT+DHE","T23","18",0.24,18
"8399","3692","CWT+DHE","T23","24",0.374,24
"8400","3692","CWT+DHE","T23","38",0.606,38
"8401","3692","CWT+DHE","T23","46",1.094,46
"8402","3692","CWT+DHE","T23","54",1.559,54
"8403","3692","CWT+DHE","T23","60",1.559,60
"8404","3692","CWT+DHE","T23","67",1.612,67
"8405","3693","CWT+DHE","T23","11",0.25,11
"8406","3693","CWT+DHE","T23","18",0.263,18
"8407","3693","CWT+DHE","T23","24",0.391,24
"8408","3693","CWT+DHE","T23","38",0.593,38
"8409","3693","CWT+DHE","T23","46",0.662,46
"8410","3693","CWT+DHE","T23","54",0.845,54
"8411","3693","CWT+DHE","T23","60",1.035,60
"8412","3693","CWT+DHE","T23","67",1.139,67
"8413","3694","CWT+DHE","T23","11",0.052,11
"8414","3694","CWT+DHE","T23","18",0.097,18
"8415","3694","CWT+DHE","T23","24",0.157,24
"8416","3694","CWT+DHE","T23","38",0.196,38
"8417","3695","CWT+DHE","T23","11",0.042,11
"8418","3695","CWT+DHE","T23","18",0.076,18
"8419","3695","CWT+DHE","T23","24",0.142,24
"8420","3695","CWT+DHE","T23","38",0.181,38
"8421","3696","CWT+DHE","T23","11",0.023,11
"8422","3696","CWT+DHE","T23","18",0.033,18
"8423","3696","CWT+DHE","T23","24",0.068,24
"8424","3696","CWT+DHE","T23","38",0.068,38
"8425","3697","CWT+DHE","T23","11",0.122,11
"8426","3697","CWT+DHE","T23","18",0.15,18
"8427","3697","CWT+DHE","T23","24",0.217,24
"8428","3697","CWT+DHE","T23","38",0.821,38
"8429","3697","CWT+DHE","T23","46",1.298,46
"8430","3697","CWT+DHE","T23","54",1.553,54
"8431","3697","CWT+DHE","T23","60",1.725,60
"8432","3697","CWT+DHE","T23","67",1.747,67
"8433","3698","CWT+DHE","T23","11",0.094,11
"8434","3698","CWT+DHE","T23","18",0.136,18
"8435","3698","CWT+DHE","T23","24",0.201,24
"8436","3698","CWT+DHE","T23","38",0.552,38
"8437","3698","CWT+DHE","T23","46",0.718,46
"8438","3698","CWT+DHE","T23","54",0.971,54
"8439","3698","CWT+DHE","T23","60",0.999,60
"8440","3698","CWT+DHE","T23","67",1.003,67
"8441","3699","CWT+DHE","T23","11",0.07,11
"8442","3699","CWT+DHE","T23","18",0.122,18
"8443","3699","CWT+DHE","T23","24",0.149,24
"8444","3699","CWT+DHE","T23","38",0.289,38
"8445","3700","CWT+DHE","T23","11",0.13,11
"8446","3700","CWT+DHE","T23","18",0.175,18
"8447","3700","CWT+DHE","T23","24",0.246,24
"8448","3700","CWT+DHE","T23","38",0.387,38
"8449","3700","CWT+DHE","T23","46",0.787,46
"8450","3700","CWT+DHE","T23","54",0.989,54
"8451","3700","CWT+DHE","T23","60",0.928,60
"8452","3700","CWT+DHE","T23","67",0.97,67
"8453","3704","CWT+DHE","T23","11",0.102,11
"8454","3704","CWT+DHE","T23","18",0.11,18
"8455","3704","CWT+DHE","T23","24",0.113,24
"8456","3709","CWT+DHE","T23","11",0.142,11
"8457","3709","CWT+DHE","T23","18",0.1,18
"8458","3709","CWT+DHE","T23","24",0.102,24
"8459","3709","CWT+DHE","T23","38",0.254,38
"8460","3709","CWT+DHE","T23","46",0.229,46
"8461","3709","CWT+DHE","T23","54",0.317,54
"8462","3709","CWT+DHE","T23","60",0.382,60
"8463","3709","CWT+DHE","T23","67",0.422,67
"8464","3710","CWT+DHE","T23","11",0.047,11
"8465","3710","CWT+DHE","T23","18",0.149,18
"8466","3710","CWT+DHE","T23","24",0.152,24
"8467","3710","CWT+DHE","T23","38",0.354,38
"8468","3710","CWT+DHE","T23","46",0.465,46
"8469","3710","CWT+DHE","T23","54",0.512,54
"8470","3710","CWT+DHE","T23","60",0.654,60
"8471","3710","CWT+DHE","T23","67",0.644,67
"8472","3711","CWT+DHE","T23","11",0.062,11
"8473","3711","CWT+DHE","T23","18",0.083,18
"8474","3711","CWT+DHE","T23","24",0.139,24
"8475","3711","CWT+DHE","T23","38",0.226,38
"8476","3711","CWT+DHE","T23","46",0.307,46
"8477","3711","CWT+DHE","T23","54",0.378,54
"8478","3711","CWT+DHE","T23","60",0.446,60
"8479","3711","CWT+DHE","T23","67",0.538,67
"8480","3712","CWT+DHE","T23","11",0.067,11
"8481","3712","CWT+DHE","T23","18",0.041,18
"8482","3712","CWT+DHE","T23","24",0.049,24
"8483","3712","CWT+DHE","T23","38",0.149,38
"8484","3712","CWT+DHE","T23","46",0.162,46
"8485","3712","CWT+DHE","T23","54",0.21,54
"8486","3712","CWT+DHE","T23","60",0.186,60
"8487","3712","CWT+DHE","T23","67",0.21,67
"8488","3713","CWT+DHE","T23","11",0.061,11
"8489","3713","CWT+DHE","T23","18",0.178,18
"8490","3713","CWT+DHE","T23","24",0.108,24
"8491","3713","CWT+DHE","T23","38",0.24,38
"8492","3713","CWT+DHE","T23","46",0.214,46
"8493","3713","CWT+DHE","T23","54",0.211,54
"8494","3713","CWT+DHE","T23","60",0.219,60
"8495","3713","CWT+DHE","T23","67",0.21,67
"8496","3714","CWT+DHE","T23","11",0.065,11
"8497","3714","CWT+DHE","T23","18",0.098,18
"8498","3714","CWT+DHE","T23","24",0.102,24
"8499","3714","CWT+DHE","T23","38",0.217,38
"8500","3714","CWT+DHE","T23","46",0.248,46
"8501","3714","CWT+DHE","T23","54",0.365,54
"8502","3714","CWT+DHE","T23","60",0.477,60
"8503","3714","CWT+DHE","T23","67",0.556,67
"8504","3715","CWT+DHE","T23","11",0.142,11
"8505","3715","CWT+DHE","T23","18",0.191,18
"8506","3715","CWT+DHE","T23","24",0.353,24
"8507","3715","CWT+DHE","T23","38",0.715,38
"8508","3718","CWT+DHE","T23","11",0.149,11
"8509","3718","CWT+DHE","T23","18",0.184,18
"8510","3718","CWT+DHE","T23","24",0.266,24
"8511","3718","CWT+DHE","T23","38",0.507,38
"8512","3718","CWT+DHE","T23","46",0.66,46
"8513","3718","CWT+DHE","T23","54",0.909,54
"8514","3718","CWT+DHE","T23","60",0.771,60
"8515","3718","CWT+DHE","T23","67",0.889,67
"8516","3719","CWT+DHE","T23","11",0.19,11
"8517","3719","CWT+DHE","T23","18",0.156,18
"8518","3719","CWT+DHE","T23","24",0.23,24
"8519","3719","CWT+DHE","T23","38",0.451,38
"8520","3720","CWT+DHE","T23","11",0.058,11
"8521","3720","CWT+DHE","T23","18",0.121,18
"8522","3720","CWT+DHE","T23","24",0.151,24
"8523","3720","CWT+DHE","T23","38",0.39,38
"8524","3721","CWT+DHE","T23","11",0.078,11
"8525","3721","CWT+DHE","T23","18",0.099,18
"8526","3721","CWT+DHE","T23","24",0.11,24
"8527","3721","CWT+DHE","T23","38",0.346,38
"8528","3722","CWT+DHE","T23","11",0.311,11
"8529","3722","CWT+DHE","T23","18",0.308,18
"8530","3722","CWT+DHE","T23","24",0.432,24
"8531","3722","CWT+DHE","T23","38",1.212,38
"8532","3723","CWT+DHE","T23","11",0.273,11
"8533","3723","CWT+DHE","T23","18",0.275,18
"8534","3723","CWT+DHE","T23","24",0.287,24
"8535","3723","CWT+DHE","T23","38",0.777,38
"8536","3724","CWT+DHE","T23","11",0.171,11
"8537","3724","CWT+DHE","T23","18",0.261,18
"8538","3724","CWT+DHE","T23","24",0.252,24
"8539","3724","CWT+DHE","T23","38",0.497,38
"8540","3726","CWT+DHE","T23","11",0.067,11
"8541","3726","CWT+DHE","T23","18",0.105,18
"8542","3726","CWT+DHE","T23","24",0.129,24
"8543","3726","CWT+DHE","T23","38",0.201,38
"8544","3726","CWT+DHE","T23","46",0.173,46
"8545","3726","CWT+DHE","T23","54",0.338,54
"8546","3726","CWT+DHE","T23","60",0.368,60
"8547","3726","CWT+DHE","T23","67",0.416,67
"8548","3728","CWT+DHE","T23","11",0.183,11
"8549","3728","CWT+DHE","T23","18",0.165,18
"8550","3728","CWT+DHE","T23","24",0.115,24
"8551","3728","CWT+DHE","T23","38",0.227,38
"8552","3728","CWT+DHE","T23","46",0.29,46
"8553","3728","CWT+DHE","T23","54",0.422,54
"8554","3728","CWT+DHE","T23","60",0.393,60
"8555","3728","CWT+DHE","T23","67",0.417,67
"8556","3729","CWT+DHE","T23","11",0.27,11
"8557","3729","CWT+DHE","T23","18",0.236,18
"8558","3729","CWT+DHE","T23","24",0.197,24
"8559","3729","CWT+DHE","T23","38",0.422,38
"8560","3729","CWT+DHE","T23","46",0.442,46
"8561","3729","CWT+DHE","T23","54",0.717,54
"8562","3729","CWT+DHE","T23","60",0.715,60
"8563","3729","CWT+DHE","T23","67",0.838,67
"8564","3730","CWT+DHE","T23","11",0.077,11
"8565","3730","CWT+DHE","T23","18",0.105,18
"8566","3730","CWT+DHE","T23","24",0.111,24
"8567","3730","CWT+DHE","T23","38",0.185,38
"8568","3730","CWT+DHE","T23","46",0.121,46
"8569","3730","CWT+DHE","T23","54",0.201,54
"8570","3730","CWT+DHE","T23","60",0.256,60
"8571","3730","CWT+DHE","T23","67",0.203,67
"8572","3731","CWT+DHE","T23","11",0.106,11
"8573","3731","CWT+DHE","T23","18",0.156,18
"8574","3731","CWT+DHE","T23","24",0.183,24
"8575","3731","CWT+DHE","T23","38",0.26,38
"8576","3731","CWT+DHE","T23","46",0.236,46
"8577","3731","CWT+DHE","T23","54",0.365,54
"8578","3731","CWT+DHE","T23","60",0.267,60
"8579","3731","CWT+DHE","T23","67",0.412,67
"8580","3732","CWT+DHE","T23","11",0.074,11
"8581","3732","CWT+DHE","T23","18",0.122,18
"8582","3732","CWT+DHE","T23","24",0.121,24
"8583","3732","CWT+DHE","T23","38",0.159,38
"8584","3732","CWT+DHE","T23","46",0.179,46
"8585","3732","CWT+DHE","T23","54",0.263,54
"8586","3732","CWT+DHE","T23","60",0.288,60
"8587","3732","CWT+DHE","T23","67",0.285,67
"8588","3733","CWT+DHE","T23","11",0.039,11
"8589","3733","CWT+DHE","T23","18",0.05,18
"8590","3733","CWT+DHE","T23","24",0.064,24
"8591","3733","CWT+DHE","T23","38",0.155,38
"8592","3734","CWT+DHE","T23","11",0.082,11
"8593","3734","CWT+DHE","T23","18",0.149,18
"8594","3734","CWT+DHE","T23","24",0.142,24
"8595","3734","CWT+DHE","T23","38",0.277,38
"8596","3737","CWT+DHE","T23","11",0.104,11
"8597","3737","CWT+DHE","T23","18",0.137,18
"8598","3737","CWT+DHE","T23","24",0.132,24
"8599","3737","CWT+DHE","T23","38",0.191,38
"8600","3737","CWT+DHE","T23","46",0.188,46
"8601","3737","CWT+DHE","T23","54",0.293,54
"8602","3737","CWT+DHE","T23","60",0.362,60
"8603","3737","CWT+DHE","T23","67",0.401,67
"8604","3738","CWT+DHE","T23","11",0.198,11
"8605","3738","CWT+DHE","T23","18",0.246,18
"8606","3738","CWT+DHE","T23","24",0.333,24
"8607","3738","CWT+DHE","T23","38",0.632,38
"8608","3738","CWT+DHE","T23","46",0.707,46
"8609","3738","CWT+DHE","T23","54",1.054,54
"8610","3738","CWT+DHE","T23","60",1.241,60
"8611","3738","CWT+DHE","T23","67",1.521,67
"8612","3739","CWT+DHE","T23","11",0.154,11
"8613","3739","CWT+DHE","T23","18",0.198,18
"8614","3739","CWT+DHE","T23","24",0.246,24
"8615","3739","CWT+DHE","T23","38",0.512,38
"8616","3740","CWT+DHE","T23","11",0.114,11
"8617","3740","CWT+DHE","T23","18",0.153,18
"8618","3740","CWT+DHE","T23","24",0.134,24
"8619","3740","CWT+DHE","T23","38",0.34,38
"8620","3741","CWT+DHE","T23","11",0.094,11
"8621","3741","CWT+DHE","T23","18",0.159,18
"8622","3741","CWT+DHE","T23","24",0.209,24
"8623","3741","CWT+DHE","T23","38",0.419,38
"8624","3742","CWT+DHE","T23","11",0.049,11
"8625","3742","CWT+DHE","T23","18",0.104,18
"8626","3742","CWT+DHE","T23","24",0.119,24
"8627","3742","CWT+DHE","T23","38",0.25,38
"8628","3745","CWT+DHE","T23","11",0.077,11
"8629","3745","CWT+DHE","T23","18",0.128,18
"8630","3745","CWT+DHE","T23","24",0.135,24
"8631","3745","CWT+DHE","T23","38",0.356,38
"8632","3745","CWT+DHE","T23","46",0.436,46
"8633","3745","CWT+DHE","T23","54",0.464,54
"8634","3745","CWT+DHE","T23","60",0.501,60
"8635","3745","CWT+DHE","T23","67",0.525,67
"8636","3746","CWT+DHE","T23","11",0.202,11
"8637","3746","CWT+DHE","T23","18",0.272,18
"8638","3746","CWT+DHE","T23","24",0.268,24
"8639","3746","CWT+DHE","T23","38",0.788,38
"8640","3746","CWT+DHE","T23","46",1.046,46
"8641","3746","CWT+DHE","T23","54",1.284,54
"8642","3746","CWT+DHE","T23","60",1.322,60
"8643","3746","CWT+DHE","T23","67",1.327,67
"8644","3747","CWT+DHE","T23","11",0.058,11
"8645","3747","CWT+DHE","T23","18",0.053,18
"8646","3747","CWT+DHE","T23","24",0.096,24
"8647","3747","CWT+DHE","T23","38",0.123,38
"8648","3750","CWT+DHE","T23","11",0.18,11
"8649","3750","CWT+DHE","T23","18",0.206,18
"8650","3750","CWT+DHE","T23","24",0.291,24
"8651","3750","CWT+DHE","T23","38",0.511,38
"8652","3750","CWT+DHE","T23","46",0.81,46
"8653","3750","CWT+DHE","T23","54",1.082,54
"8654","3750","CWT+DHE","T23","60",1.107,60
"8655","3750","CWT+DHE","T23","67",1.037,67
"8656","3751","CWT+DHE","T23","11",0.178,11
"8657","3751","CWT+DHE","T23","18",0.199,18
"8658","3751","CWT+DHE","T23","24",0.195,24
"8659","3752","CWT+DHE","T23","11",0.161,11
"8660","3752","CWT+DHE","T23","18",0.186,18
"8661","3752","CWT+DHE","T23","24",0.308,24
"8662","3752","CWT+DHE","T23","38",0.687,38
"8663","3752","CWT+DHE","T23","46",0.848,46
"8664","3752","CWT+DHE","T23","54",1.038,54
"8665","3752","CWT+DHE","T23","60",1.207,60
"8666","3752","CWT+DHE","T23","67",1.248,67
"8667","3753","CWT+DHE","T23","11",0.105,11
"8668","3753","CWT+DHE","T23","18",0.125,18
"8669","3753","CWT+DHE","T23","24",0.131,24
"8670","3753","CWT+DHE","T23","38",0.472,38
"8671","3753","CWT+DHE","T23","46",0.598,46
"8672","3753","CWT+DHE","T23","54",0.825,54
"8673","3753","CWT+DHE","T23","60",0.728,60
"8674","3753","CWT+DHE","T23","67",0.728,67
"8675","3756","CWT+DHE","T23","11",0.17,11
"8676","3756","CWT+DHE","T23","18",0.286,18
"8677","3756","CWT+DHE","T23","24",0.401,24
"8678","3756","CWT+DHE","T23","38",0.683,38
"8679","3756","CWT+DHE","T23","46",1.046,46
"8680","3756","CWT+DHE","T23","54",1.43,54
"8681","3756","CWT+DHE","T23","60",1.542,60
"8682","3756","CWT+DHE","T23","67",1.575,67
"8683","3757","CWT+DHE","T23","11",0.117,11
