"","Recruit_ID","Treatment","Tank","Day","polyp_area","nDay","last"
"3091","3058","CWT+DWT","T26","18",0.073,18,"False"
"3092","3060","CWT+DWT","T26","18",0.176,18,"False"
"3093","3061","CWT+DWT","T26","18",0.273,18,"False"
"3094","3062","CWT+DWT","T26","18",0.144,18,"False"
"3095","3063","CWT+DWT","T26","18",0.097,18,"True"
"3096","3064","CWT+DWT","T26","18",0.157,18,"False"
"3097","3065","CWT+DWT","T26","18",0.294,18,"False"
"3098","3066","CWT+DWT","T26","18",0.224,18,"False"
"3099","3067","CWT+DWT","T26","18",0.129,18,"False"
"3100","3068","CWT+DWT","T26","18",0.178,18,"False"
"3101","3069","CWT+DWT","T26","18",0.194,18,"False"
"3102","3070","CWT+DWT","T26","18",0.103,18,"False"
"3103","3071","CWT+DWT","T26","18",0.228,18,"False"
"3104","3072","CWT+DWT","T26","18",0.115,18,"False"
"3105","3073","CWT+DWT","T26","18",0.231,18,"False"
"3106","3074","CWT+DWT","T26","18",0.092,18,"False"
"3107","3075","CWT+DWT","T26","18",0.223,18,"False"
"3108","3076","CWT+DWT","T26","18",0.143,18,"False"
"3109","3077","CWT+DWT","T26","18",0.156,18,"False"
"3110","3078","CWT+DWT","T26","18",0.207,18,"False"
"3111","3079","CWT+DWT","T26","18",0.099,18,"False"
"3112","3080","CWT+DWT","T26","18",0.149,18,"False"
"3113","3081","CWT+DWT","T26","18",0.229,18,"False"
"3114","3082","CWT+DWT","T26","18",0.115,18,"False"
"3115","3083","CWT+DWT","T26","18",0.234,18,"False"
"3116","3084","CWT+DWT","T26","18",0.158,18,"False"
"3117","3085","CWT+DWT","T26","18",0.226,18,"False"
"3118","3086","CWT+DWT","T26","18",0.173,18,"False"
"3119","3087","CWT+DWT","T26","18",0.207,18,"False"
"3120","3088","CWT+DWT","T26","18",0.08,18,"False"
"3121","3089","CWT+DWT","T26","18",0.087,18,"False"
"3122","3090","CWT+DWT","T26","18",0.165,18,"False"
"3123","3093","CWT+DWT","T26","18",0.237,18,"False"
"3124","3094","CWT+DWT","T26","18",0.237,18,"False"
"3125","3098","CWT+DWT","T26","18",0.226,18,"False"
"3126","3099","CWT+DWT","T26","18",0.137,18,"False"
"3127","3107","CWT+DWT","T26","18",0.193,18,"False"
"3128","3108","CWT+DWT","T26","18",0.15,18,"False"
"3129","3110","CWT+DWT","T26","18",0.205,18,"False"
"3130","3122","CWT+DWT","T26","18",0.159,18,"False"
"3131","3128","CWT+DWT","T26","18",0.187,18,"False"
"3132","3129","CWT+DWT","T26","18",0.194,18,"False"
"3133","3133","CWT+DWT","T26","18",0.16,18,"False"
"3134","3134","CWT+DWT","T26","18",0.344,18,"False"
"3135","3135","CWT+DWT","T26","18",0.253,18,"False"
"3136","3136","CWT+DWT","T26","18",0.092,18,"True"
"3137","3143","CWT+DWT","T26","18",0.092,18,"False"
"3138","3144","CWT+DWT","T26","18",0.21,18,"False"
"3139","3145","CWT+DWT","T26","18",0.117,18,"False"
"3140","3147","CWT+DWT","T26","18",0.236,18,"False"
"3141","3150","CWT+DWT","T26","18",0.615,18,"False"
"3142","3365","CWT+DWT","T26","18",0.257,18,"False"
"3143","3466","CWT","T19","18",0.108,18,"True"
"3144","3467","CWT","T19","18",0.093,18,"False"
"3145","3468","CWT","T19","18",0.086,18,"False"
"3146","3469","CWT","T19","18",0.163,18,"False"
"3147","3470","CWT","T19","18",0.112,18,"False"
"3148","3471","CWT","T19","18",0.123,18,"False"
"3149","3474","CWT","T19","18",0.167,18,"False"
"3150","3475","CWT","T19","18",0.152,18,"False"
"3151","3476","CWT","T19","18",0.159,18,"False"
"3152","3477","CWT","T19","18",0.175,18,"False"
"3153","3478","CWT","T19","18",0.162,18,"False"
"3154","3479","CWT","T19","18",0.149,18,"False"
"3155","3480","CWT","T19","18",0.155,18,"True"
"3156","3483","CWT","T19","18",0.129,18,"False"
"3157","3484","CWT","T19","18",0.174,18,"False"
"3158","3485","CWT","T19","18",0.155,18,"False"
"3159","3486","CWT","T19","18",0.119,18,"False"
"3160","3487","CWT","T19","18",0.16,18,"True"
"3161","3488","CWT","T19","18",0.164,18,"False"
"3162","3489","CWT","T19","18",0.257,18,"False"
"3163","3490","CWT","T19","18",0.16,18,"False"
"3164","3491","CWT","T19","18",0.131,18,"False"
"3165","3492","CWT","T19","18",0.096,18,"False"
"3166","3494","CWT","T19","18",0.058,18,"False"
"3167","3495","CWT","T19","18",0.179,18,"False"
"3168","3496","CWT","T19","18",0.11,18,"False"
"3169","3497","CWT","T19","18",0.099,18,"False"
"3170","3500","CWT","T19","18",0.113,18,"False"
"3171","3501","CWT","T19","18",0.249,18,"False"
"3172","3503","CWT","T19","18",0.178,18,"False"
"3173","3504","CWT","T19","18",0.166,18,"False"
"3174","3505","CWT","T19","18",0.143,18,"False"
"3175","3401","CHE+DWT","T28","18",0.17,18,"False"
"3176","3402","CHE+DWT","T28","18",0.245,18,"False"
"3177","3403","CHE+DWT","T28","18",0.29,18,"False"
"3178","3404","CHE+DWT","T28","18",0.206,18,"True"
"3179","3405","CHE+DWT","T28","18",0.221,18,"False"
"3180","3406","CHE+DWT","T28","18",0.251,18,"True"
"3181","3407","CHE+DWT","T28","18",0.378,18,"True"
"3182","3408","CHE+DWT","T28","18",0.093,18,"True"
"3183","3409","CHE+DWT","T28","18",0.193,18,"False"
"3184","3411","CHE+DWT","T28","18",0.157,18,"False"
"3185","3412","CHE+DWT","T28","18",0.205,18,"True"
"3186","3413","CHE+DWT","T28","18",0.253,18,"True"
"3187","3414","CHE+DWT","T28","18",0.19,18,"True"
"3188","3417","CHE+DWT","T28","18",0.137,18,"True"
"3189","3419","CHE+DWT","T28","18",0.271,18,"False"
"3190","3420","CHE+DWT","T28","18",0.101,18,"True"
"3191","3423","CHE+DWT","T28","18",0.285,18,"False"
"3192","3424","CHE+DWT","T28","18",0.305,18,"False"
"3193","3426","CHE+DWT","T28","18",0.224,18,"True"
"3194","3430","CHE+DWT","T28","18",0.22,18,"False"
"3195","3440","CHE+DWT","T28","18",0.27,18,"False"
"3196","3441","CHE+DWT","T28","18",0.225,18,"False"
"3197","3443","CHE+DWT","T28","18",0.07,18,"True"
"3198","3445","CHE+DWT","T28","18",0.295,18,"False"
"3199","3446","CHE+DWT","T28","18",0.21,18,"True"
"3200","3450","CHE+DWT","T28","18",0.141,18,"True"
"3201","3512","CHE+DWT","T29","18",0.264,18,"False"
"3202","3514","CHE+DWT","T29","18",0.288,18,"False"
"3203","3516","CHE+DWT","T29","18",0.272,18,"False"
"3204","3517","CHE+DWT","T29","18",0.391,18,"False"
"3205","3518","CHE+DWT","T29","18",0.175,18,"False"
"3206","3519","CHE+DWT","T29","18",0.404,18,"False"
"3207","3520","CHE+DWT","T29","18",0.343,18,"False"
"3208","3521","CHE+DWT","T29","18",0.392,18,"False"
"3209","3522","CHE+DWT","T29","18",0.114,18,"True"
"3210","3524","CHE+DWT","T29","18",0.075,18,"True"
"3211","3525","CHE+DWT","T29","18",0.215,18,"False"
"3212","3526","CHE+DWT","T29","18",0.232,18,"False"
"3213","3527","CHE+DWT","T29","18",0.322,18,"False"
"3214","3528","CHE+DWT","T29","18",0.334,18,"False"
"3215","3529","CHE+DWT","T29","18",0.286,18,"False"
"3216","3530","CHE+DWT","T29","18",0.358,18,"False"
"3217","3532","CHE+DWT","T29","18",0.071,18,"False"
"3218","3533","CHE+DWT","T29","18",0.117,18,"False"
"3219","3534","CHE+DWT","T29","18",0.192,18,"False"
"3220","3537","CHE+DWT","T29","18",0.193,18,"False"
"3221","3538","CHE+DWT","T29","18",0.237,18,"True"
"3222","3539","CHE+DWT","T29","18",0.353,18,"False"
"3223","3540","CHE+DWT","T29","18",0.218,18,"False"
"3224","3541","CHE+DWT","T29","18",0.143,18,"False"
"3225","3542","CHE+DWT","T29","18",0.123,18,"False"
"3226","3543","CHE+DWT","T29","18",0.237,18,"False"
"3227","3544","CHE+DWT","T29","18",0.279,18,"False"
"3228","3547","CHE+DWT","T29","18",0.285,18,"False"
"3229","3548","CHE+DWT","T29","18",0.341,18,"False"
"3230","3549","CHE+DWT","T29","18",0.238,18,"False"
"3231","3550","CHE+DWT","T29","18",0.236,18,"False"
"3232","3551","CHE+DWT","T29","18",0.197,18,"True"
"3233","3552","CHE+DWT","T29","18",0.161,18,"False"
"3234","3553","CHE+DWT","T29","18",0.209,18,"True"
"3235","3554","CHE+DWT","T29","18",0.306,18,"False"
"3236","3555","CHE+DWT","T29","18",0.243,18,"True"
"3237","3556","CHE+DWT","T29","18",0.302,18,"False"
"3238","3557","CHE+DWT","T29","18",0.169,18,"False"
"3239","3558","CHE+DWT","T29","18",0.577,18,"False"
"3240","3559","CHE+DWT","T29","18",0.209,18,"False"
"3241","3560","CHE+DWT","T29","18",0.19,18,"False"
"3242","3561","CHE+DWT","T29","18",0.226,18,"False"
"3243","3562","CHE+DWT","T29","18",0.197,18,"False"
"3244","3563","CHE+DWT","T29","18",0.106,18,"True"
"3245","3564","CHE+DWT","T29","18",0.171,18,"False"
"3246","3565","CHE+DWT","T29","18",0.159,18,"False"
"3247","3566","CHE+DWT","T29","18",0.226,18,"False"
"3248","3567","CHE+DWT","T29","18",0.071,18,"True"
"3249","3568","CHE+DWT","T29","18",0.247,18,"False"
"3250","3569","CHE+DWT","T29","18",0.24,18,"False"
"3251","3570","CHE+DWT","T29","18",0.255,18,"False"
"3252","3571","CHE+DWT","T29","18",0.172,18,"False"
"3253","3572","CHE+DWT","T29","18",0.027,18,"True"
"3254","3573","CHE+DWT","T29","18",0.185,18,"True"
"3255","3574","CHE+DWT","T29","18",0.189,18,"False"
"3256","3575","CHE+DWT","T29","18",0.217,18,"False"
"3257","3576","CHE+DWT","T29","18",0.059,18,"True"
"3258","2077","CWT+DWT","T8","18",0.033,18,"True"
"3259","2126","CWT+DWT","T8","18",0.068,18,"True"
"3260","2128","CWT+DWT","T8","18",0.206,18,"False"
"3261","2129","CWT+DWT","T8","18",0.154,18,"False"
"3262","2130","CWT+DWT","T8","18",0.337,18,"False"
"3263","2131","CWT+DWT","T8","18",0.148,18,"False"
"3264","2132","CWT+DWT","T8","18",0.197,18,"False"
"3265","2133","CWT+DWT","T8","18",0.307,18,"False"
"3266","2134","CWT+DWT","T8","18",0.148,18,"False"
"3267","2135","CWT+DWT","T8","18",0.17,18,"False"
"3268","2136","CWT+DWT","T8","18",0.232,18,"False"
"3269","2137","CWT+DWT","T8","18",0.24,18,"False"
"3270","2138","CWT+DWT","T8","18",0.207,18,"False"
"3271","2139","CWT+DWT","T8","18",0.123,18,"False"
"3272","2142","CWT+DWT","T8","18",0.218,18,"False"
"3273","2145","CWT+DWT","T8","18",0.217,18,"False"
"3274","2148","CWT+DWT","T8","18",0.191,18,"False"
"3275","2151","CWT+DWT","T8","18",0.167,18,"False"
"3276","2152","CWT+DWT","T8","18",0.257,18,"False"
"3277","2153","CWT+DWT","T8","18",0.199,18,"False"
"3278","2154","CWT+DWT","T8","18",0.28,18,"False"
"3279","2156","CWT+DWT","T8","18",0.168,18,"False"
"3280","2157","CWT+DWT","T8","18",0.035,18,"False"
"3281","2158","CWT+DWT","T8","18",0.149,18,"False"
"3282","2159","CWT+DWT","T8","18",0.123,18,"False"
"3283","2160","CWT+DWT","T8","18",0.181,18,"False"
"3284","2161","CWT+DWT","T8","18",0.305,18,"False"
"3285","2162","CWT+DWT","T8","18",0.199,18,"True"
"3286","2163","CWT+DWT","T8","18",0.157,18,"False"
"3287","2164","CWT+DWT","T8","18",0.104,18,"False"
"3288","2165","CWT+DWT","T8","18",0.13,18,"False"
"3289","2166","CWT+DWT","T8","18",0.192,18,"False"
"3290","2169","CWT+DWT","T8","18",0.089,18,"False"
"3291","2170","CWT+DWT","T8","18",0.217,18,"False"
"3292","2171","CWT+DWT","T8","18",0.33,18,"False"
"3293","2172","CWT+DWT","T8","18",0.329,18,"False"
"3294","2173","CWT+DWT","T8","18",0.301,18,"False"
"3295","2175","CWT+DWT","T8","18",0.107,18,"False"
"3296","2179","CWT+DWT","T8","18",0.305,18,"False"
"3297","2181","CWT+DWT","T8","18",0.224,18,"False"
"3298","2183","CWT+DWT","T8","18",0.242,18,"False"
"3299","2184","CWT+DWT","T8","18",0.384,18,"False"
"3300","2185","CWT+DWT","T8","18",0.167,18,"False"
"3301","2186","CWT+DWT","T8","18",0.144,18,"False"
"3302","2187","CWT+DWT","T8","18",0.159,18,"False"
"3303","2188","CWT+DWT","T8","18",0.265,18,"False"
"3304","2189","CWT+DWT","T8","18",0.118,18,"False"
"3305","2190","CWT+DWT","T8","18",0.139,18,"False"
"3306","2191","CWT+DWT","T8","18",0.201,18,"False"
"3307","2192","CWT+DWT","T8","18",0.048,18,"True"
"3308","2193","CWT+DWT","T8","18",0.236,18,"False"
"3309","2194","CWT+DWT","T8","18",0.264,18,"False"
"3310","2195","CWT+DWT","T8","18",0.22,18,"True"
"3311","2220","CWT+DWT","T8","18",0.246,18,"False"
"3312","2222","CWT+DWT","T8","18",0.083,18,"False"
"3313","2223","CWT+DWT","T8","18",0.117,18,"False"
"3314","2224","CWT+DWT","T8","18",0.074,18,"False"
"3315","2225","CWT+DWT","T8","18",0.073,18,"False"
"3316","3595","DWT","T25","18",0.175,18,"False"
"3317","3596","DWT","T25","18",0.356,18,"False"
"3318","3597","DWT","T25","18",0.174,18,"False"
"3319","3598","DWT","T25","18",0.185,18,"False"
"3320","3599","DWT","T25","18",0.112,18,"False"
"3321","3600","DWT","T25","18",0.119,18,"False"
"3322","3602","DWT","T25","18",0.139,18,"False"
"3323","3603","DWT","T25","18",0.177,18,"False"
"3324","3604","DWT","T25","18",0.106,18,"False"
"3325","3605","DWT","T25","18",0.304,18,"False"
"3326","3608","DWT","T25","18",0.068,18,"False"
"3327","3609","DWT","T25","18",0.129,18,"False"
"3328","3611","DWT","T25","18",0.314,18,"False"
"3329","3612","DWT","T25","18",0.343,18,"False"
"3330","3613","DWT","T25","18",0.297,18,"False"
"3331","3614","DWT","T25","18",0.248,18,"False"
"3332","3616","DWT","T25","18",0.12,18,"False"
"3333","3621","DWT","T25","18",0.24,18,"False"
"3334","3622","DWT","T25","18",0.404,18,"False"
"3335","3623","DWT","T25","18",0.371,18,"False"
"3336","3624","DWT","T25","18",0.437,18,"False"
"3337","3625","DWT","T25","18",0.338,18,"False"
"3338","3626","DWT","T25","18",0.315,18,"False"
"3339","3627","DWT","T25","18",0.069,18,"False"
"3340","3628","DWT","T25","18",0.36,18,"False"
"3341","3629","DWT","T25","18",0.324,18,"False"
"3342","3630","DWT","T25","18",0.291,18,"False"
"3343","3631","DWT","T25","18",0.193,18,"False"
"3344","3632","DWT","T25","18",0.346,18,"False"
"3345","3633","DWT","T25","18",0.09,18,"False"
"3346","3634","DWT","T25","18",0.352,18,"False"
"3347","3636","DWT","T25","18",0.133,18,"False"
"3348","3637","DWT","T25","18",0.462,18,"False"
"3349","3638","DWT","T25","18",0.122,18,"False"
"3350","3639","DWT","T25","18",0.124,18,"False"
"3351","3640","DWT","T25","18",0.459,18,"False"
"3352","3641","DWT","T25","18",0.408,18,"False"
"3353","3642","DWT","T25","18",0.29,18,"False"
"3354","3643","DWT","T25","18",0.135,18,"False"
"3355","3644","DWT","T25","18",0.124,18,"False"
"3356","3645","DWT","T25","18",0.309,18,"False"
"3357","3656","CWT+DHE","T23","18",0.165,18,"False"
"3358","3657","CWT+DHE","T23","18",0.139,18,"True"
"3359","3658","CWT+DHE","T23","18",0.07,18,"False"
"3360","3659","CWT+DHE","T23","18",0.086,18,"False"
"3361","3660","CWT+DHE","T23","18",0.168,18,"False"
"3362","3662","CWT+DHE","T23","18",0.18,18,"False"
"3363","3663","CWT+DHE","T23","18",0.176,18,"False"
"3364","3664","CWT+DHE","T23","18",0.297,18,"False"
"3365","3665","CWT+DHE","T23","18",0.248,18,"False"
"3366","3666","CWT+DHE","T23","18",0.32,18,"False"
"3367","3667","CWT+DHE","T23","18",0.155,18,"False"
"3368","3668","CWT+DHE","T23","18",0.087,18,"False"
"3369","3669","CWT+DHE","T23","18",0.04,18,"False"
"3370","3670","CWT+DHE","T23","18",0.096,18,"False"
"3371","3672","CWT+DHE","T23","18",0.085,18,"True"
"3372","3673","CWT+DHE","T23","18",0.106,18,"False"
"3373","3674","CWT+DHE","T23","18",0.166,18,"False"
"3374","3677","CWT+DHE","T23","18",0.051,18,"False"
"3375","3678","CWT+DHE","T23","18",0.092,18,"False"
"3376","3679","CWT+DHE","T23","18",0.093,18,"False"
"3377","3680","CWT+DHE","T23","18",0.284,18,"False"
"3378","3682","CWT+DHE","T23","18",0.149,18,"False"
"3379","3683","CWT+DHE","T23","18",0.288,18,"False"
"3380","3684","CWT+DHE","T23","18",0.157,18,"False"
"3381","3685","CWT+DHE","T23","18",0.235,18,"False"
"3382","3686","CWT+DHE","T23","18",0.178,18,"False"
"3383","3688","CWT+DHE","T23","18",0.05,18,"False"
"3384","3689","CWT+DHE","T23","18",0.138,18,"False"
"3385","3690","CWT+DHE","T23","18",0.038,18,"False"
"3386","3691","CWT+DHE","T23","18",0.094,18,"False"
"3387","3692","CWT+DHE","T23","18",0.24,18,"False"
"3388","3693","CWT+DHE","T23","18",0.263,18,"False"
"3389","3694","CWT+DHE","T23","18",0.097,18,"False"
"3390","3695","CWT+DHE","T23","18",0.076,18,"False"
"3391","3696","CWT+DHE","T23","18",0.033,18,"False"
"3392","3697","CWT+DHE","T23","18",0.15,18,"False"
"3393","3698","CWT+DHE","T23","18",0.136,18,"False"
"3394","3699","CWT+DHE","T23","18",0.122,18,"False"
"3395","3700","CWT+DHE","T23","18",0.175,18,"False"
"3396","3704","CWT+DHE","T23","18",0.11,18,"False"
"3397","3709","CWT+DHE","T23","18",0.1,18,"False"
"3398","3710","CWT+DHE","T23","18",0.149,18,"False"
"3399","3711","CWT+DHE","T23","18",0.083,18,"False"
"3400","3712","CWT+DHE","T23","18",0.041,18,"False"
"3401","3713","CWT+DHE","T23","18",0.178,18,"False"
"3402","3714","CWT+DHE","T23","18",0.098,18,"False"
"3403","3715","CWT+DHE","T23","18",0.191,18,"False"
"3404","3718","CWT+DHE","T23","18",0.184,18,"False"
"3405","3719","CWT+DHE","T23","18",0.156,18,"False"
"3406","3720","CWT+DHE","T23","18",0.121,18,"False"
"3407","3721","CWT+DHE","T23","18",0.099,18,"False"
"3408","3722","CWT+DHE","T23","18",0.308,18,"False"
"3409","3723","CWT+DHE","T23","18",0.275,18,"False"
"3410","3724","CWT+DHE","T23","18",0.261,18,"False"
"3411","3726","CWT+DHE","T23","18",0.105,18,"False"
"3412","3728","CWT+DHE","T23","18",0.165,18,"False"
"3413","3729","CWT+DHE","T23","18",0.236,18,"False"
"3414","3730","CWT+DHE","T23","18",0.105,18,"False"
"3415","3731","CWT+DHE","T23","18",0.156,18,"False"
"3416","3732","CWT+DHE","T23","18",0.122,18,"False"
"3417","3733","CWT+DHE","T23","18",0.05,18,"False"
"3418","3734","CWT+DHE","T23","18",0.149,18,"False"
"3419","3737","CWT+DHE","T23","18",0.137,18,"False"
"3420","3738","CWT+DHE","T23","18",0.246,18,"False"
"3421","3739","CWT+DHE","T23","18",0.198,18,"False"
"3422","3740","CWT+DHE","T23","18",0.153,18,"False"
"3423","3741","CWT+DHE","T23","18",0.159,18,"False"
"3424","3742","CWT+DHE","T23","18",0.104,18,"False"
"3425","3745","CWT+DHE","T23","18",0.128,18,"False"
"3426","3746","CWT+DHE","T23","18",0.272,18,"False"
"3427","3747","CWT+DHE","T23","18",0.053,18,"False"
"3428","3750","CWT+DHE","T23","18",0.206,18,"False"
"3429","3751","CWT+DHE","T23","18",0.199,18,"False"
"3430","3752","CWT+DHE","T23","18",0.186,18,"False"
"3431","3753","CWT+DHE","T23","18",0.125,18,"False"
"3432","3756","CWT+DHE","T23","18",0.286,18,"False"
"3433","3757","CWT+DHE","T23","18",0.228,18,"False"
"3434","3758","CWT+DHE","T23","18",0.131,18,"False"
"3435","3759","CWT+DHE","T23","18",0.181,18,"False"
"3436","3762","CWT+DHE","T23","18",0.18,18,"False"
"3437","3763","CWT+DHE","T23","18",0.208,18,"False"
"3438","3764","CWT+DHE","T23","18",0.265,18,"False"
"3439","3765","CWT+DHE","T23","18",0.176,18,"False"
"3440","3766","CWT+DHE","T23","18",0.104,18,"False"
"3441","3767","CWT+DHE","T23","18",0.1,18,"False"
"3442","3768","CWT+DHE","T23","18",0.157,18,"False"
"3443","3769","CWT+DHE","T23","18",0.075,18,"False"
"3444","3770","CWT+DHE","T23","18",0.245,18,"False"
"3445","3771","CWT+DHE","T23","18",0.189,18,"False"
"3446","3772","CWT+DHE","T23","18",0.121,18,"False"
"3447","3773","CWT+DHE","T23","18",0.205,18,"False"
"3448","3774","CWT+DHE","T23","18",0.164,18,"False"
"3449","3775","CWT+DHE","T23","18",0.136,18,"False"
"3450","3776","CWT+DHE","T23","18",0.118,18,"False"
"3451","3778","CWT+DHE","T23","18",0.082,18,"True"
"3452","3779","CWT+DHE","T23","18",0.189,18,"False"
"3453","3780","CWT+DHE","T23","18",0.321,18,"False"
"3454","3781","CWT+DHE","T23","18",0.194,18,"False"
"3455","3782","CWT+DHE","T23","18",0.223,18,"False"
"3456","3785","CWT+DHE","T23","18",0.167,18,"False"
"3457","3787","CWT+DHE","T23","18",0.259,18,"False"
"3458","3789","CWT+DHE","T23","18",0.177,18,"False"
"3459","3790","CWT+DHE","T23","18",0.211,18,"False"
"3460","3791","CWT+DHE","T23","18",0.399,18,"False"
"3461","3793","CWT+DHE","T23","18",0.278,18,"False"
"3462","3794","CWT+DHE","T23","18",0.085,18,"False"
"3463","3795","CWT+DHE","T23","18",0.061,18,"False"
"3464","3796","CWT+DHE","T23","18",0.176,18,"False"
"3465","3799","CWT+DHE","T23","18",0.236,18,"False"
"3466","3801","CWT+DHE","T23","18",0.161,18,"False"
"3467","3805","CWT+DHE","T23","18",0.124,18,"False"
"3468","3806","CWT+DHE","T23","18",0.1,18,"False"
"3469","3807","CWT+DHE","T23","18",0.225,18,"False"
"3470","3808","CWT+DHE","T23","18",0.272,18,"False"
"3471","3809","CWT+DHE","T23","18",0.178,18,"False"
"3472","3810","CWT+DHE","T23","18",0.325,18,"False"
"3473","3811","CWT+DHE","T23","18",0.26,18,"False"
"3474","3812","CWT+DHE","T23","18",0.174,18,"False"
"3475","3815","CWT+DHE","T23","18",0.191,18,"False"
"3476","3816","CWT+DHE","T23","18",0.086,18,"False"
"3477","3817","CWT+DHE","T23","18",0.155,18,"False"
"3478","3819","CWT+DHE","T23","18",0.232,18,"False"
"3479","3834","CWT+DHE","T23","18",0.231,18,"False"
"3480","3835","CWT+DHE","T23","18",0.238,18,"False"
"3481","3840","CWT+DHE","T23","18",0.255,18,"False"
"3482","3843","CWT+DHE","T23","18",0.235,18,"False"
"3483","3850","CWT+DHE","T23","18",0.257,18,"False"
"3484","3853","CWT+DHE","T23","18",0.253,18,"False"
"3485","3854","CWT+DHE","T23","18",0.276,18,"False"
"3486","3855","CWT+DHE","T23","18",0.124,18,"False"
"3487","3856","CWT+DHE","T23","18",0.175,18,"False"
"3488","3857","CWT+DHE","T23","18",0.139,18,"False"
"3489","3858","CWT+DHE","T23","18",0.375,18,"False"
"3490","3859","CWT+DHE","T23","18",0.379,18,"False"
"3491","3862","CWT+DHE","T23","18",0.215,18,"False"
"3492","3863","CWT+DHE","T23","18",0.255,18,"False"
"3493","3864","CWT+DHE","T23","18",0.125,18,"False"
"3494","3865","CWT+DHE","T23","18",0.112,18,"False"
"3495","3866","CWT+DHE","T23","18",0.303,18,"False"
"3496","3868","CWT+DHE","T23","18",0.156,18,"False"
"3497","3869","CWT+DHE","T23","18",0.04,18,"False"
"3498","3896","CHE","T30","18",0.164,18,"False"
"3499","3897","CHE","T30","18",0.145,18,"False"
"3500","3898","CHE","T30","18",0.103,18,"True"
"3501","3899","CHE","T30","18",0.167,18,"True"
"3502","3902","CHE","T30","18",0.194,18,"True"
"3503","3903","CHE","T30","18",0.232,18,"False"
"3504","3904","CHE","T30","18",0.145,18,"False"
"3505","3905","CHE","T30","18",0.102,18,"False"
"3506","3906","CHE","T30","18",0.08,18,"False"
"3507","3909","CHE","T30","18",0.132,18,"False"
"3508","3911","CHE","T30","18",0.103,18,"False"
"3509","3912","CHE","T30","18",0.08,18,"False"
"3510","3913","CHE","T30","18",0.124,18,"False"
"3511","3915","CHE","T30","18",0.173,18,"False"
"3512","3916","CHE","T30","18",0.119,18,"False"
"3513","3917","CHE","T30","18",0.168,18,"False"
"3514","3918","CHE","T30","18",0.135,18,"False"
"3515","3920","CHE","T30","18",0.139,18,"False"
"3516","3921","CHE","T30","18",0.076,18,"False"
"3517","3922","CHE","T30","18",0.054,18,"False"
"3518","3923","CHE","T30","18",0.172,18,"False"
"3519","3924","CHE","T30","18",0.094,18,"False"
"3520","3927","CHE","T30","18",0.115,18,"False"
"3521","3928","CHE","T30","18",0.16,18,"False"
"3522","3929","CHE","T30","18",0.15,18,"False"
"3523","3930","CHE","T30","18",0.194,18,"True"
"3524","3932","CHE","T30","18",0.121,18,"True"
"3525","3933","CHE","T30","18",0.198,18,"True"
"3526","3934","CHE","T30","18",0.16,18,"False"
"3527","3935","CHE","T30","18",0.19,18,"True"
"3528","3936","CHE","T30","18",0.119,18,"False"
"3529","3937","CHE","T30","18",0.068,18,"False"
"3530","3938","CHE","T30","18",0.088,18,"False"
"3531","3939","CHE","T30","18",0.128,18,"True"
"3532","3940","CHE","T30","18",0.039,18,"False"
"3533","3941","CHE","T30","18",0.157,18,"False"
"3534","3942","CHE","T30","18",0.113,18,"False"
"3535","3943","CHE","T30","18",0.08,18,"True"
"3536","3944","CHE","T30","18",0.19,18,"True"
"3537","3945","CHE","T30","18",0.143,18,"False"
"3538","3946","CHE","T30","18",0.165,18,"False"
"3539","3949","CHE","T30","18",0.212,18,"False"
"3540","3953","CHE","T30","18",0.025,18,"False"
"3541","31","CWT+DHE","T1","24",0.256,24,"False"
"3542","52","CWT+DHE","T1","24",0.497,24,"False"
"3543","53","CWT+DHE","T1","24",0.407,24,"False"
"3544","65","CWT+DHE","T1","24",0.268,24,"False"
"3545","78","CWT+DHE","T1","24",0.259,24,"False"
"3546","79","CWT+DHE","T1","24",0.151,24,"False"
"3547","80","CWT+DHE","T1","24",0.34,24,"False"
"3548","81","CWT+DHE","T1","24",0.417,24,"False"
"3549","117","CWT+DHE","T1","24",0.526,24,"False"
"3550","132","CWT+DHE","T1","24",0.403,24,"False"
"3551","137","CWT+DHE","T1","24",0.348,24,"False"
"3552","156","CWT+DHE","T1","24",0.526,24,"False"
"3553","157","CWT+DHE","T1","24",0.584,24,"False"
"3554","1000","CWT+DHE","T1","24",0.298,24,"False"
"3555","1001","CWT+DHE","T1","24",0.483,24,"False"
"3556","1002","CWT+DHE","T1","24",0.098,24,"True"
"3557","1003","CWT+DHE","T1","24",0.252,24,"False"
"3558","1005","CWT+DHE","T1","24",0.224,24,"True"
"3559","1006","CWT+DHE","T1","24",0.446,24,"True"
"3560","1007","CWT+DHE","T1","24",0.434,24,"True"
"3561","1008","CWT+DHE","T1","24",0.33,24,"False"
"3562","1010","CWT+DHE","T1","24",0.202,24,"True"
"3563","1011","CWT+DHE","T1","24",0.482,24,"True"
"3564","1013","CWT+DHE","T1","24",0.244,24,"True"
"3565","1014","CWT+DHE","T1","24",0.375,24,"True"
"3566","1016","CWT+DHE","T1","24",0.261,24,"True"
"3567","164","CWT","T2","24",0.408,24,"False"
"3568","165a","CWT","T2","24",0.35,24,"False"
"3569","165b","CWT","T2","24",0.31,24,"False"
"3570","168","CWT","T2","24",0.555,24,"False"
"3571","183","CWT","T2","24",0.326,24,"False"
"3572","187","CWT","T2","24",0.35,24,"False"
